episodio,recompensa,entregas,steps,taxa_sucesso,colisoes,falha_r1,falha_r2,distancia_percorrida
2381,316.14,8,41,1.0,19,6,5,43
2382,317.4599999999999,8,27,1.0,2,4,0,32
2383,317.23499999999996,8,29,1.0,3,2,1,30
2384,316.7149999999999,8,30,1.0,2,5,2,34
2385,316.43499999999995,8,36,1.0,2,1,6,40
2386,315.54,8,45,1.0,18,5,7,41
2387,315.82,8,45,1.0,5,7,9,58
2388,317.025,8,28,1.0,1,1,4,32
2389,316.93499999999995,8,30,1.0,1,5,1,33
2390,308.5000000000008,8,230,1.0,57,27,14,131
2391,315.04,8,54,1.0,16,9,11,64
2392,316.645,8,32,1.0,1,6,5,42
2393,313.8049999999997,8,90,1.0,44,13,15,89
2394,308.56500000000096,8,245,1.0,49,22,12,129
2395,316.855,8,28,1.0,1,3,4,36
2396,315.45500000000004,8,43,1.0,8,5,9,51
2397,315.93999999999994,8,43,1.0,11,7,7,54
2398,315.44499999999994,8,37,1.0,6,9,7,45
2399,317.34,8,27,1.0,1,0,2,30
2400,316.69499999999994,8,33,1.0,0,5,5,43
2401,313.0199999999999,8,103,1.0,61,8,24,102
2402,315.3199999999998,8,49,1.0,1,13,7,62
2403,315.9699999999999,8,41,1.0,11,8,5,47
2404,317.09000000000003,8,30,1.0,3,2,4,36
2405,316.2149999999998,8,41,1.0,2,7,3,43
2406,317.01499999999993,8,32,1.0,1,5,3,41
2407,316.64999999999986,8,34,1.0,2,6,1,35
2408,316.02,8,39,1.0,12,4,9,47
2409,316.0749999999998,8,42,1.0,6,10,3,46
2410,308.8800000000004,8,212,1.0,64,27,29,168
2411,308.7550000000005,8,213,1.0,46,11,35,141
2412,316.66499999999996,8,27,1.0,0,6,2,33
2413,312.5200000000002,8,130,1.0,18,16,13,99
2414,316.59,8,34,1.0,6,5,3,38
2415,316.87999999999977,8,42,1.0,4,5,2,43
2416,316.93999999999994,8,27,1.0,1,4,2,34
2417,316.76,8,31,1.0,4,5,4,39
2418,306.91000000000076,8,285,1.0,44,22,35,179
2419,317.0549999999999,8,34,1.0,0,2,3,38
2420,316.4249999999999,8,38,1.0,3,8,5,50
2421,314.245,8,85,1.0,42,9,5,57
2422,316.1399999999999,8,41,1.0,10,4,6,38
2423,316.1899999999998,8,52,1.0,0,10,3,59
2424,316.9249999999999,8,34,1.0,6,4,0,31
2425,315.41999999999996,8,46,1.0,11,6,10,54
2426,316.7249999999999,8,31,1.0,4,6,2,37
2427,317.14499999999975,8,35,1.0,0,6,0,37
2428,316.215,8,42,1.0,24,4,5,36
2429,316.05499999999984,8,42,1.0,3,9,5,55
2430,316.4799999999999,8,43,1.0,14,3,4,35
2431,317.2900000000001,8,28,1.0,0,0,3,33
2432,317.03999999999996,8,36,1.0,11,4,3,43
2433,317.06,8,35,1.0,4,5,5,48
2434,316.865,8,34,1.0,4,3,2,40
2435,317.02,8,26,1.0,0,3,4,33
2436,317.26,8,24,1.0,0,2,0,26
2437,315.81,8,46,1.0,19,4,12,54
2438,316.20499999999976,8,39,1.0,0,7,3,43
2439,316.455,8,41,1.0,10,4,6,49
2440,317.1449999999999,8,31,1.0,0,3,3,37
2441,316.78499999999997,8,31,1.0,2,5,1,33
2442,316.46500000000003,8,30,1.0,0,3,6,40
2443,315.86499999999984,8,52,1.0,8,6,10,65
2444,316.91999999999996,8,33,1.0,0,4,1,33
2445,316.54499999999996,8,32,1.0,2,6,3,38
2446,316.4799999999999,8,25,1.0,1,7,2,29
2447,316.4049999999999,8,34,1.0,1,6,5,42
2448,314.875,8,45,1.0,8,8,11,56
2449,316.87,8,23,1.0,1,4,3,29
2450,316.17,8,40,1.0,9,4,5,47
2451,314.8649999999999,8,67,1.0,24,8,7,58
2452,317.2149999999999,8,24,1.0,1,1,2,24
2453,316.505,8,43,1.0,1,5,8,58
2454,317.04499999999996,8,35,1.0,9,3,1,35
2455,316.87,8,28,1.0,3,3,2,31
2456,315.75499999999994,8,40,1.0,2,6,7,50
2457,316.5199999999999,8,37,1.0,5,6,4,42
2458,317.29499999999996,8,24,1.0,2,1,2,26
2459,317.04999999999995,8,29,1.0,0,4,1,33
2460,316.565,8,41,1.0,1,3,6,50
2461,316.47999999999985,8,39,1.0,5,8,4,46
2462,316.8549999999999,8,34,1.0,2,5,1,37
2463,314.01499999999993,8,90,1.0,23,11,12,76
2464,312.96999999999974,8,105,1.0,27,13,14,85
2465,316.04999999999984,8,49,1.0,10,7,5,54
2466,315.745,8,52,1.0,10,4,9,54
2467,316.5949999999999,8,33,1.0,0,5,4,44
2468,315.665,8,45,1.0,6,6,5,46
2469,316.36,8,39,1.0,6,4,6,46
2470,316.6,8,33,1.0,6,6,4,42
2471,304.675000000001,8,326,1.0,109,48,25,232
2472,317.07499999999993,8,34,1.0,3,5,1,37
2473,316.105,8,40,1.0,17,4,6,39
2474,316.63,8,39,1.0,7,1,10,51
2475,316.24499999999995,8,35,1.0,3,7,7,49
2476,314.9250000000001,8,59,1.0,2,6,10,65
2477,316.18499999999995,8,35,1.0,8,3,5,39
2478,313.3799999999999,8,108,1.0,18,12,9,79
2479,317.60499999999996,8,22,1.0,0,1,0,26
2480,317.09999999999997,8,29,1.0,0,3,1,32
2481,316.93999999999994,8,32,1.0,5,2,2,34
2482,317.2749999999999,8,27,1.0,1,3,2,32
2483,316.15499999999986,8,41,1.0,8,7,4,46
2484,314.895,8,59,1.0,34,9,13,65
2485,316.72,8,33,1.0,2,5,3,42
2486,317.17999999999984,8,30,1.0,1,2,2,34
2487,315.0399999999996,8,52,1.0,13,11,6,49
2488,316.76500000000004,8,33,1.0,1,4,3,42
2489,315.3050000000002,8,81,1.0,16,7,6,62
2490,314.4,8,75,1.0,46,10,7,59
2491,312.1099999999995,8,121,1.0,21,18,12,88
2492,316.4200000000001,8,42,1.0,8,5,8,57
2493,316.6949999999999,8,41,1.0,12,3,3,39
2494,315.7850000000001,8,69,1.0,7,8,7,66
2495,317.07,8,29,1.0,0,3,4,39
2496,315.3249999999999,8,43,1.0,16,9,5,43
2497,316.05,8,38,1.0,15,2,7,37
2498,316.7399999999999,8,37,1.0,0,5,4,45
2499,312.7900000000002,8,114,1.0,20,11,14,87
2500,316.63499999999993,8,37,1.0,6,5,4,42
2501,317.30999999999995,8,26,1.0,0,1,2,29
2502,317.03499999999997,8,34,1.0,1,2,2,39
2503,316.99,8,31,1.0,7,5,2,37
2504,294.92999999999927,8,437,1.0,263,89,23,242
2505,316.74499999999995,8,34,1.0,3,2,5,40
2506,317.395,8,23,1.0,0,1,1,25
2507,316.80499999999995,8,28,1.0,2,3,3,33
2508,316.51500000000004,8,33,1.0,5,3,4,36
2509,315.915,8,40,1.0,5,6,7,52
2510,309.2800000000004,8,192,1.0,81,25,24,153
2511,316.4749999999999,8,45,1.0,0,6,1,42
2512,313.3750000000002,8,138,1.0,46,13,16,122
2513,317.35,8,23,1.0,0,2,0,26
2514,312.2400000000005,8,152,1.0,28,5,15,82
2515,307.61,8,291,1.0,109,47,39,312
2516,317.17499999999984,8,29,1.0,0,2,2,29
2517,316.35,8,38,1.0,5,3,6,43
2518,316.0999999999999,8,35,1.0,4,5,6,39
2519,316.43499999999995,8,34,1.0,7,6,4,39
2520,316.90999999999997,8,35,1.0,5,4,4,44
2521,316.97999999999996,8,30,1.0,1,4,2,36
2522,315.41499999999985,8,53,1.0,10,9,10,60
2523,316.02499999999975,8,43,1.0,3,10,0,41
2524,316.0049999999999,8,50,1.0,3,5,3,43
2525,317.255,8,26,1.0,0,1,2,32
2526,316.15,8,33,1.0,3,7,5,42
2527,315.64000000000004,8,58,1.0,24,10,7,69
2528,315.9699999999997,8,47,1.0,6,5,3,40
2529,316.755,8,29,1.0,3,5,3,37
2530,317.23999999999995,8,27,1.0,1,3,1,30
2531,301.94499999999846,8,387,1.0,129,40,39,268
2532,315.615,8,42,1.0,4,9,6,52
2533,316.22,8,37,1.0,1,6,6,50
2534,316.6999999999998,8,37,1.0,1,4,4,44
2535,315.235,8,46,1.0,9,8,10,63
2536,316.16499999999996,8,37,1.0,10,7,2,40
2537,316.47999999999996,8,43,1.0,8,4,4,44
2538,316.02,8,38,1.0,0,7,3,38
2539,316.545,8,31,1.0,2,4,4,41
2540,315.72,8,56,1.0,9,8,11,83
2541,316.4050000000001,8,37,1.0,4,3,6,48
2542,316.32499999999993,8,39,1.0,9,5,4,42
2543,310.4849999999992,8,183,1.0,39,10,15,98
2544,316.83000000000004,8,33,1.0,0,2,6,44
2545,316.1049999999999,8,39,1.0,0,8,3,46
2546,316.96500000000003,8,32,1.0,0,3,4,44
2547,313.22999999999985,8,88,1.0,43,10,16,78
2548,317.46500000000003,8,24,1.0,2,3,0,30
2549,315.2349999999999,8,48,1.0,2,10,10,61
2550,315.7599999999999,8,40,1.0,4,9,4,41
2551,315.67999999999995,8,49,1.0,4,11,4,59
2552,316.6249999999999,8,43,1.0,0,5,6,56
2553,315.7799999999995,8,60,1.0,18,10,3,57
2554,316.15000000000003,8,39,1.0,7,3,6,45
2555,315.9299999999999,8,46,1.0,17,5,2,35
2556,316.21499999999986,8,36,1.0,0,6,4,37
2557,315.365,8,45,1.0,10,6,9,50
2558,317.14,8,30,1.0,1,2,2,34
2559,315.30499999999984,8,60,1.0,7,11,9,75
2560,315.53999999999985,8,56,1.0,18,7,7,58
2561,315.82,8,45,1.0,13,10,6,58
2562,317.14499999999987,8,32,1.0,0,3,1,35
2563,315.0,8,58,1.0,24,5,11,56
2564,317.1349999999999,8,30,1.0,2,4,1,36
2565,317.385,8,26,1.0,0,1,2,32
2566,316.88,8,27,1.0,0,2,4,34
2567,315.69,8,53,1.0,19,8,8,62
2568,317.28999999999985,8,34,1.0,0,4,1,39
2569,315.975,8,39,1.0,11,8,6,47
2570,317.29499999999996,8,26,1.0,3,1,1,25
2571,316.85999999999996,8,28,1.0,2,3,4,33
2572,317.00499999999994,8,31,1.0,0,4,2,35
2573,313.135,8,80,1.0,47,4,12,49
2574,310.04499999999905,8,192,1.0,37,18,10,111
2575,316.6299999999999,8,33,1.0,3,6,2,36
2576,316.25,8,39,1.0,12,7,4,45
2577,316.5199999999997,8,40,1.0,7,6,0,32
2578,315.69499999999994,8,43,1.0,6,7,4,44
2579,316.3849999999999,8,37,1.0,3,4,4,41
2580,316.72,8,27,1.0,1,2,4,32
2581,316.39,8,29,1.0,1,4,4,38
2582,316.81,8,29,1.0,0,5,3,36
2583,316.59,8,35,1.0,4,5,5,40
2584,315.7299999999998,8,48,1.0,2,7,7,52
2585,316.9749999999999,8,34,1.0,0,5,0,38
2586,316.25499999999994,8,32,1.0,1,7,4,38
2587,314.58,8,59,1.0,16,8,14,66
2588,316.75,8,30,1.0,0,3,5,38
2589,316.40999999999997,8,35,1.0,8,4,6,42
2590,316.2249999999999,8,35,1.0,1,7,5,43
2591,317.02999999999986,8,31,1.0,3,4,1,35
2592,316.03,8,33,1.0,7,5,5,36
2593,316.92499999999984,8,33,1.0,1,4,3,38
2594,317.02,8,33,1.0,4,2,5,41
2595,316.8499999999998,8,38,1.0,4,5,1,36
2596,317.28999999999985,8,26,1.0,0,2,1,29
2597,316.94500000000005,8,30,1.0,1,2,3,36
2598,315.91999999999996,8,43,1.0,10,2,9,49
2599,315.815,8,56,1.0,15,5,7,61
2600,314.84499999999997,8,52,1.0,12,11,11,63
2601,316.99499999999995,8,28,1.0,1,3,2,32
2602,315.67999999999995,8,43,1.0,8,6,10,56
2603,315.29499999999996,8,51,1.0,11,8,13,64
2604,315.7499999999999,8,43,1.0,2,8,7,53
2605,315.2049999999999,8,60,1.0,8,10,9,80
2606,317.175,8,23,1.0,0,3,0,28
2607,316.65,8,32,1.0,3,2,5,39
2608,315.825,8,40,1.0,6,8,7,52
2609,316.8299999999999,8,30,1.0,0,6,2,36
2610,316.4549999999999,8,39,1.0,4,5,5,49
2611,316.2499999999999,8,52,1.0,16,8,2,48
2612,316.2749999999999,8,35,1.0,0,8,6,51
2613,316.64000000000004,8,33,1.0,6,4,4,40
2614,314.78999999999957,8,65,1.0,14,15,4,59
2615,316.69000000000005,8,32,1.0,3,3,4,41
2616,316.91499999999985,8,34,1.0,2,4,3,42
2617,316.55499999999995,8,33,1.0,1,7,3,39
2618,315.9150000000001,8,44,1.0,15,5,8,52
2619,317.03499999999997,8,29,1.0,0,3,3,35
2620,316.655,8,30,1.0,3,6,3,38
2621,316.315,8,27,1.0,2,4,4,31
2622,316.715,8,25,1.0,0,2,5,30
2623,317.1599999999999,8,29,1.0,0,3,1,30
2624,315.92500000000007,8,39,1.0,2,4,6,53
2625,315.92499999999995,8,50,1.0,6,6,7,58
2626,314.43500000000006,8,55,1.0,14,10,14,73
2627,312.76500000000027,8,136,1.0,42,17,10,102
2628,316.705,8,29,1.0,1,3,3,35
2629,305.0899999999997,8,367,1.0,77,27,13,168
2630,317.2299999999999,8,29,1.0,0,4,2,34
2631,316.825,8,30,1.0,1,4,3,36
2632,317.11999999999995,8,28,1.0,0,4,1,35
2633,316.34999999999985,8,33,1.0,1,5,5,36
2634,317.055,8,33,1.0,0,2,0,27
2635,316.61,8,33,1.0,1,4,4,42
2636,313.83000000000004,8,97,1.0,73,11,17,90
2637,316.1699999999999,8,40,1.0,5,8,4,46
2638,316.64000000000004,8,31,1.0,0,3,2,37
2639,316.7249999999999,8,32,1.0,1,4,3,38
2640,316.88,8,29,1.0,0,1,5,34
2641,316.985,8,28,1.0,2,5,2,36
2642,314.45000000000005,8,53,1.0,14,5,14,59
2643,317.05999999999995,8,32,1.0,0,4,3,39
2644,316.71,8,30,1.0,3,2,3,33
2645,316.015,8,39,1.0,16,2,5,32
2646,315.8699999999999,8,43,1.0,9,9,3,46
2647,316.84000000000003,8,37,1.0,13,2,2,34
2648,316.635,8,32,1.0,9,3,3,33
2649,308.0999999999994,8,156,1.0,93,22,33,127
2650,315.525,8,41,1.0,4,8,11,58
2651,316.90499999999986,8,30,1.0,1,5,1,33
2652,312.89000000000044,8,123,1.0,22,7,11,68
2653,317.17499999999995,8,23,1.0,0,2,2,29
2654,311.70500000000004,8,116,1.0,47,20,22,117
2655,316.20500000000004,8,39,1.0,18,3,7,41
2656,316.19499999999994,8,41,1.0,5,7,6,46
2657,316.66499999999996,8,30,1.0,0,2,5,38
2658,315.71000000000004,8,42,1.0,9,6,8,52
2659,315.84499999999997,8,49,1.0,12,8,7,62
2660,315.93999999999994,8,36,1.0,8,5,9,44
2661,316.01,8,34,1.0,9,4,6,38
2662,314.885,8,53,1.0,14,2,12,59
2663,315.82999999999987,8,49,1.0,13,5,9,52
2664,317.23,8,24,1.0,2,1,1,24
2665,315.68500000000006,8,44,1.0,11,6,8,51
2666,315.7049999999999,8,48,1.0,6,7,7,55
2667,317.155,8,26,1.0,0,3,1,31
2668,317.05499999999995,8,37,1.0,4,3,5,47
2669,316.855,8,35,1.0,7,1,4,36
2670,316.65,8,34,1.0,1,1,7,42
2671,316.8249999999998,8,34,1.0,1,5,2,34
2672,315.885,8,39,1.0,4,1,7,43
2673,317.34,8,24,1.0,1,2,1,27
2674,316.16999999999996,8,38,1.0,12,2,7,37
2675,315.21,8,43,1.0,0,5,12,57
2676,316.7799999999999,8,38,1.0,7,5,4,43
2677,316.8249999999999,8,33,1.0,1,4,1,32
2678,316.595,8,32,1.0,1,4,6,41
2679,317.03999999999996,8,30,1.0,0,1,4,37
2680,317.1099999999999,8,33,1.0,2,2,2,34
2681,315.49499999999995,8,41,1.0,5,4,9,46
2682,317.31499999999994,8,29,1.0,0,3,1,35
2683,315.835,8,41,1.0,9,3,8,48
2684,315.975,8,45,1.0,5,6,8,59
2685,315.6349999999999,8,43,1.0,2,12,6,55
2686,316.91999999999996,8,32,1.0,0,4,5,45
2687,316.65999999999997,8,35,1.0,3,4,6,46
2688,315.885,8,43,1.0,7,4,9,56
2689,317.28,8,26,1.0,1,0,1,25
2690,316.8349999999999,8,35,1.0,0,5,4,46
2691,315.77499999999986,8,41,1.0,2,12,4,49
2692,316.355,8,30,1.0,3,3,5,35
2693,316.95499999999987,8,34,1.0,1,4,0,33
2694,316.62999999999994,8,34,1.0,5,2,5,39
2695,316.66499999999996,8,30,1.0,5,0,5,32
2696,316.52,8,26,1.0,1,4,4,30
2697,316.87999999999977,8,42,1.0,0,6,0,42
2698,316.1849999999999,8,32,1.0,3,6,5,38
2699,316.54499999999996,8,34,1.0,2,5,5,45
2700,316.60499999999996,8,34,1.0,6,4,5,42
2701,314.61499999999967,8,72,1.0,18,19,6,78
2702,314.27500000000003,8,74,1.0,31,7,11,65
2703,316.03,8,38,1.0,4,3,7,50
2704,314.135,8,54,1.0,9,12,10,71
2705,317.0449999999999,8,33,1.0,0,3,2,36
2706,316.3899999999999,8,39,1.0,1,4,7,49
2707,316.7099999999999,8,32,1.0,3,6,0,32
2708,316.47999999999996,8,40,1.0,10,9,2,49
2709,317.01999999999987,8,38,1.0,2,5,1,42
2710,317.42499999999995,8,25,1.0,1,0,1,26
2711,317.09499999999997,8,24,1.0,0,2,3,28
2712,317.0049999999999,8,35,1.0,1,6,2,43
2713,317.26,8,30,1.0,5,3,1,34
2714,316.385,8,31,1.0,7,5,1,35
2715,316.4599999999999,8,41,1.0,7,8,4,48
2716,317.0149999999999,8,31,1.0,0,3,1,31
2717,316.67999999999995,8,36,1.0,0,4,2,32
2718,314.2549999999999,8,66,1.0,23,2,16,71
2719,315.56,8,45,1.0,9,7,8,55
2720,316.515,8,31,1.0,7,4,3,34
2721,317.03499999999985,8,29,1.0,0,3,3,35
2722,316.865,8,31,1.0,1,4,5,44
2723,316.21500000000003,8,48,1.0,6,6,9,64
2724,317.03499999999997,8,30,1.0,5,2,2,33
2725,316.72,8,26,1.0,0,4,4,32
2726,316.33500000000004,8,33,1.0,4,6,3,38
2727,316.6650000000001,8,31,1.0,1,5,4,42
2728,316.985,8,32,1.0,0,5,4,44
2729,316.13,8,39,1.0,3,4,8,52
2730,316.725,8,31,1.0,2,3,4,38
2731,315.3399999999998,8,48,1.0,11,11,6,49
2732,316.9699999999999,8,38,1.0,5,5,0,39
2733,316.4549999999999,8,35,1.0,4,2,6,41
2734,313.46999999999997,8,72,1.0,23,16,22,94
2735,316.7,8,41,1.0,14,3,7,46
2736,316.605,8,30,1.0,0,1,5,35
2737,310.43499999999995,8,126,1.0,72,8,24,89
2738,315.9899999999997,8,52,1.0,23,7,4,43
2739,316.775,8,29,1.0,1,4,4,37
2740,316.655,8,30,1.0,0,3,5,37
2741,317.30499999999995,8,25,1.0,2,3,1,29
2742,316.7849999999999,8,30,1.0,1,5,3,35
2743,316.485,8,30,1.0,2,2,5,32
2744,317.45,8,30,1.0,1,3,2,39
2745,315.76499999999993,8,39,1.0,14,8,4,39
2746,316.65999999999997,8,28,1.0,1,5,5,38
2747,317.28999999999996,8,27,1.0,0,3,3,36
2748,316.5049999999998,8,39,1.0,4,7,4,46
2749,317.045,8,35,1.0,14,2,0,29
2750,317.275,8,21,1.0,0,2,2,25
2751,316.7549999999999,8,31,1.0,4,4,4,37
2752,316.39,8,32,1.0,0,7,4,41
2753,315.8349999999999,8,36,1.0,3,5,8,46
2754,317.23499999999996,8,25,1.0,1,1,2,28
2755,316.67999999999995,8,33,1.0,2,6,4,42
2756,317.31499999999994,8,33,1.0,0,3,2,38
2757,316.0199999999999,8,39,1.0,5,5,8,47
2758,316.41999999999996,8,38,1.0,5,3,4,41
2759,315.78,8,41,1.0,5,5,9,50
2760,316.3799999999999,8,41,1.0,5,2,9,51
2761,316.09999999999997,8,46,1.0,15,3,11,50
2762,315.01,8,56,1.0,23,4,15,57
2763,316.17999999999995,8,37,1.0,6,6,8,50
2764,316.2449999999999,8,36,1.0,2,7,3,41
2765,316.31999999999994,8,38,1.0,5,5,4,43
2766,315.54499999999996,8,35,1.0,0,12,5,48
2767,316.80999999999995,8,37,1.0,11,3,3,38
2768,316.9799999999999,8,28,1.0,0,2,2,28
2769,314.985,8,51,1.0,9,8,12,65
2770,316.53,8,34,1.0,2,4,6,42
2771,315.93,8,36,1.0,7,4,8,44
2772,316.88,8,32,1.0,5,1,3,34
2773,316.15499999999975,8,43,1.0,7,7,3,41
2774,317.2149999999999,8,24,1.0,1,1,2,24
2775,316.355,8,46,1.0,16,3,5,47
2776,316.67499999999995,8,29,1.0,0,4,3,36
2777,316.7199999999998,8,37,1.0,1,6,2,40
2778,315.815,8,41,1.0,4,9,9,55
2779,315.97999999999973,8,44,1.0,2,11,3,50
2780,315.845,8,33,1.0,1,5,8,44
2781,317.375,8,25,1.0,1,2,0,29
2782,316.7299999999999,8,34,1.0,0,6,2,40
2783,317.6449999999999,8,27,1.0,0,2,1,34
2784,316.55999999999995,8,33,1.0,3,1,5,38
2785,315.47999999999996,8,42,1.0,6,5,7,42
2786,314.515,8,59,1.0,19,8,12,65
2787,317.28499999999997,8,27,1.0,1,0,3,32
2788,315.895,8,52,1.0,16,7,7,61
2789,316.89999999999986,8,31,1.0,0,3,1,32
2790,316.475,8,32,1.0,6,4,4,39
2791,316.41499999999985,8,33,1.0,0,7,4,42
2792,316.915,8,24,1.0,1,2,2,29
2793,317.06499999999994,8,28,1.0,1,2,4,33
2794,317.245,8,26,1.0,1,1,3,31
2795,317.3549999999999,8,28,1.0,1,2,1,30
2796,316.31,8,34,1.0,1,4,7,45
2797,315.36,8,58,1.0,18,8,13,73
2798,316.21,8,38,1.0,13,5,5,42
2799,315.91499999999996,8,42,1.0,12,6,6,47
2800,316.9749999999999,8,27,1.0,1,4,1,30
2801,314.4400000000003,8,109,1.0,24,7,8,69
2802,316.71999999999997,8,33,1.0,4,2,4,36
2803,315.4399999999998,8,65,1.0,34,11,4,59
2804,316.9949999999999,8,34,1.0,1,3,2,38
2805,315.3999999999998,8,44,1.0,6,10,4,40
2806,316.61999999999995,8,35,1.0,2,6,3,43
2807,315.84,8,42,1.0,6,7,7,52
2808,317.075,8,26,1.0,0,3,2,32
2809,314.20499999999987,8,68,1.0,44,16,7,64
2810,317.1249999999999,8,33,1.0,1,4,0,33
2811,317.12999999999994,8,27,1.0,2,4,1,31
2812,316.40999999999997,8,36,1.0,3,7,7,52
2813,316.33500000000004,8,34,1.0,3,4,6,43
2814,316.64999999999986,8,54,1.0,7,4,9,65
2815,316.18499999999995,8,36,1.0,6,9,3,43
2816,316.26,8,29,1.0,0,7,5,40
2817,316.90999999999997,8,34,1.0,1,2,4,40
2818,315.13,8,43,1.0,5,8,10,52
2819,316.69500000000005,8,31,1.0,0,2,4,39
2820,317.32499999999993,8,28,1.0,0,2,2,31
2821,314.955,8,44,1.0,10,8,10,51
2822,316.06499999999994,8,41,1.0,4,4,10,55
2823,317.315,8,27,1.0,2,0,2,29
2824,315.7849999999999,8,54,1.0,24,5,7,49
2825,315.3499999999999,8,51,1.0,7,7,11,62
2826,311.3799999999999,8,114,1.0,68,9,19,82
2827,317.205,8,25,1.0,0,1,2,30
2828,316.16999999999985,8,40,1.0,12,6,6,42
2829,315.715,8,35,1.0,4,7,6,40
2830,314.66499999999996,8,52,1.0,30,10,9,50
2831,316.305,8,41,1.0,8,4,6,47
2832,316.4,8,32,1.0,1,7,1,32
2833,317.22499999999997,8,25,1.0,0,0,2,27
2834,316.77,8,29,1.0,1,0,5,33
2835,317.36999999999983,8,30,1.0,0,2,2,34
2836,316.54499999999996,8,38,1.0,14,6,4,41
2837,316.96500000000003,8,30,1.0,1,1,5,37
2838,316.115,8,39,1.0,14,4,7,42
2839,316.4699999999999,8,38,1.0,8,4,4,42
2840,317.29999999999995,8,26,1.0,0,2,4,34
2841,317.19,8,24,1.0,0,3,3,32
2842,316.80499999999995,8,32,1.0,2,2,4,37
2843,316.97499999999997,8,29,1.0,3,4,3,36
2844,316.09999999999997,8,36,1.0,4,7,3,42
2845,315.8449999999999,8,37,1.0,2,9,4,44
2846,316.21,8,33,1.0,5,4,6,38
2847,317.15999999999997,8,28,1.0,1,3,4,35
2848,316.2549999999999,8,36,1.0,1,4,5,40
2849,317.28499999999997,8,23,1.0,0,1,2,26
2850,316.465,8,33,1.0,0,3,7,41
2851,316.105,8,40,1.0,9,5,8,48
2852,316.88,8,29,1.0,2,5,1,36
2853,316.55999999999983,8,35,1.0,0,4,3,37
2854,317.12,8,22,1.0,0,2,2,28
2855,315.86999999999995,8,39,1.0,6,9,6,47
2856,316.64,8,28,1.0,1,4,5,37
2857,112.07500000000144,5,500,0.625,248,76,33,276
2858,316.21999999999986,8,36,1.0,2,6,4,38
2859,316.55999999999995,8,31,1.0,0,7,5,44
2860,314.77999999999975,8,70,1.0,30,13,8,73
2861,316.31000000000006,8,31,1.0,2,2,5,37
2862,316.98,8,26,1.0,2,2,4,34
2863,316.235,8,39,1.0,14,6,4,45
2864,316.305,8,32,1.0,1,4,7,41
2865,306.3900000000007,8,284,1.0,101,32,29,183
2866,315.3849999999998,8,50,1.0,7,10,7,54
2867,317.10499999999996,8,26,1.0,0,3,1,29
2868,317.20000000000005,8,26,1.0,1,2,3,33
2869,317.3,8,25,1.0,0,2,1,31
2870,317.21500000000003,8,28,1.0,0,0,4,35
2871,315.91999999999996,8,43,1.0,0,6,6,50
2872,316.32,8,38,1.0,14,2,5,37
2873,317.15000000000003,8,32,1.0,3,1,2,37
2874,317.295,8,24,1.0,0,2,0,27
2875,317.42499999999995,8,23,1.0,0,0,1,22
2876,317.5049999999999,8,30,1.0,0,1,0,30
2877,316.26500000000004,8,42,1.0,3,6,9,60
2878,317.43999999999994,8,27,1.0,3,3,0,31
2879,315.45500000000004,8,51,1.0,18,7,8,56
2880,317.255,8,25,1.0,1,2,1,28
2881,314.9699999999997,8,65,1.0,38,8,8,54
2882,316.92,8,30,1.0,2,0,6,34
2883,317.33500000000004,8,29,1.0,3,1,4,36
2884,317.5299999999999,8,24,1.0,0,2,1,29
2885,316.995,8,28,1.0,1,4,2,37
2886,316.57000000000005,8,39,1.0,18,4,1,37
2887,315.90499999999986,8,45,1.0,0,10,3,48
2888,316.44499999999994,8,27,1.0,0,6,2,33
2889,314.91999999999996,8,50,1.0,0,4,10,66
2890,317.3299999999999,8,25,1.0,1,2,1,29
2891,315.1,8,44,1.0,22,10,6,48
2892,316.21000000000004,8,36,1.0,4,4,6,46
2893,316.10999999999973,8,41,1.0,3,7,3,38
2894,316.185,8,43,1.0,15,4,5,44
2895,316.9899999999999,8,35,1.0,6,5,2,39
2896,317.035,8,31,1.0,8,4,1,34
2897,317.105,8,28,1.0,1,3,3,37
2898,315.8849999999999,8,50,1.0,7,7,8,58
2899,316.34,8,29,1.0,1,6,5,37
2900,316.09,8,44,1.0,6,5,7,46
2901,316.15999999999997,8,42,1.0,2,7,10,61
2902,315.89,8,33,1.0,13,6,4,32
2903,316.63,8,34,1.0,7,1,5,36
2904,316.11499999999984,8,47,1.0,13,5,5,47
2905,317.02,8,25,1.0,2,1,3,26
2906,316.41499999999996,8,31,1.0,3,6,4,37
2907,316.67499999999984,8,37,1.0,2,6,3,42
2908,317.07,8,27,1.0,1,2,4,34
2909,316.6399999999999,8,32,1.0,0,6,3,37
2910,316.38,8,40,1.0,9,3,6,47
2911,315.98499999999984,8,46,1.0,14,6,4,41
2912,316.55,8,29,1.0,3,2,6,36
2913,315.88,8,39,1.0,9,3,10,45
2914,316.365,8,33,1.0,2,4,7,44
2915,316.145,8,38,1.0,18,5,4,38
2916,316.93499999999995,8,30,1.0,0,5,3,41
2917,314.28,8,65,1.0,20,14,17,89
2918,316.41499999999996,8,38,1.0,3,7,2,38
2919,317.17999999999995,8,31,1.0,2,4,2,36
2920,314.28999999999996,8,65,1.0,21,11,15,78
2921,316.60499999999996,8,34,1.0,5,3,4,38
2922,316.63,8,27,1.0,1,4,2,30
2923,315.06000000000006,8,57,1.0,20,4,7,51
2924,317.33,8,25,1.0,1,1,1,30
