episodio,recompensa,entregas,steps,taxa_sucesso,sucesso_completo,colisoes,falha_r1,falha_r2,distancia
2796,-22.019999999999733,0,1000,0.0,0.0,745,14,130,339
2797,-29.071999999999868,0,1000,0.0,0.0,1084,95,159,522
2798,2.812000000000093,1,1000,0.125,0.0,1069,121,125,533
2799,30.490000000000453,2,1000,0.25,0.0,1089,166,97,518
2800,157.84000000000376,6,1000,0.75,0.0,94,33,33,251
2801,27.180000000000568,2,1000,0.25,0.0,753,112,43,324
2802,-16.053999999999924,0,1000,0.0,0.0,731,77,124,497
2803,15.582000000000045,0,1000,0.0,0.0,700,148,130,1045
2804,-4.930000000000003,0,1000,0.0,0.0,901,97,130,732
2805,-18.829999999999867,0,1000,0.0,0.0,1094,114,146,539
2806,-20.877999999999776,0,1000,0.0,0.0,1410,151,143,486
2807,-22.343999999999703,0,1000,0.0,0.0,689,115,29,380
2808,-16.389999999999937,0,1000,0.0,0.0,816,106,116,667
2809,8.008000000000044,1,1000,0.125,0.0,903,137,94,648
2810,23.30800000000027,1,1000,0.125,0.0,681,138,108,859
2811,-7.860000000000008,0,1000,0.0,0.0,687,125,89,794
2812,-18.46599999999977,0,1000,0.0,0.0,565,146,33,658
2813,-20.701999999999785,0,1000,0.0,0.0,1354,153,155,571
2814,55.30199999999962,2,1000,0.25,0.0,514,144,39,685
2815,32.43400000000006,2,1000,0.25,0.0,631,148,37,568
2816,58.615999999999474,2,1000,0.25,0.0,510,164,46,768
2817,54.89399999999972,2,1000,0.25,0.0,571,143,56,775
2818,36.43399999999946,1,1000,0.125,0.0,506,53,152,760
2819,28.98800000000038,2,1000,0.25,0.0,467,34,68,300
2820,48.546000000000035,2,1000,0.25,0.0,844,134,107,741
2821,14.396000000000464,1,1000,0.125,0.0,930,136,106,664
2822,183.21000000000035,6,1000,0.75,0.0,389,15,164,679
2823,-24.75999999999973,0,1000,0.0,0.0,1328,165,150,600
2824,67.01799999999884,2,1000,0.25,0.0,682,140,92,950
2825,-9.138000000000003,0,1000,0.0,0.0,954,147,116,780
2826,-14.909999999999771,0,1000,0.0,0.0,731,82,101,543
2827,-26.20799999999971,0,1000,0.0,0.0,1369,148,115,520
2828,53.405999999999686,2,1000,0.25,0.0,285,18,112,616
2829,52.3959999999998,2,1000,0.25,0.0,461,48,128,677
2830,-31.673999999999676,0,1000,0.0,0.0,809,117,40,343
2831,-21.003999999999788,0,1000,0.0,0.0,1105,103,150,624
2832,52.56399999999986,2,1000,0.25,0.0,935,138,119,776
2833,47.89199999999994,2,1000,0.25,0.0,962,134,106,682
2834,125.63399999999963,4,1000,0.5,0.0,338,35,148,837
2835,64.47799999999741,3,1000,0.375,0.0,360,25,102,358
2836,-18.743999999999787,0,1000,0.0,0.0,561,26,122,484
2837,-4.9400000000000075,0,1000,0.0,0.0,907,157,133,925
2838,-31.845999999999595,0,1000,0.0,0.0,893,111,120,525
2839,44.80800000000019,2,1000,0.25,0.0,878,108,77,565
2840,70.13399999999801,3,1000,0.375,0.0,718,73,109,600
2841,-18.409999999999847,0,1000,0.0,0.0,901,81,152,483
2842,31.7960000000003,2,1000,0.25,0.0,804,53,113,431
2843,-6.662,0,1000,0.0,0.0,769,69,158,595
2844,67.63399999999534,3,1000,0.375,0.0,238,18,54,276
2845,36.22399999999975,1,1000,0.125,0.0,719,120,133,947
2846,24.55199999999983,2,1000,0.25,0.0,484,68,82,502
2847,47.34800000000001,2,1000,0.25,0.0,917,146,91,675
2848,-19.37399999999967,0,1000,0.0,0.0,688,5,141,347
2849,75.8799999999973,3,1000,0.375,0.0,477,48,106,552
2850,140.31000000000023,5,1000,0.625,0.0,843,130,87,633
2851,32.95200000000038,2,1000,0.25,0.0,1325,129,127,476
2852,-7.555999999999997,0,1000,0.0,0.0,522,8,135,532
2853,19.836000000000322,1,1000,0.125,0.0,1188,123,156,668
2854,-18.6159999999998,0,1000,0.0,0.0,671,4,135,340
2855,142.10999999999999,5,1000,0.625,0.0,629,60,147,708
2856,46.34800000000008,2,1000,0.25,0.0,339,11,94,422
2857,56.663999999999774,2,1000,0.25,0.0,976,124,160,813
2858,108.5860000000001,4,1000,0.5,0.0,370,36,154,891
2859,22.798000000000613,1,1000,0.125,0.0,935,122,147,842
2860,6.657999999999994,0,1000,0.0,0.0,246,3,130,765
2861,-24.589999999999993,1,1000,0.125,0.0,142,8,25,103
2862,-22.373999999999672,0,1000,0.0,0.0,632,10,130,371
2863,72.51599999999993,2,1000,0.25,0.0,427,47,154,820
2864,-21.643999999999817,0,1000,0.0,0.0,629,88,62,366
2865,-11.785999999999976,0,1000,0.0,0.0,719,62,110,491
2866,-16.12599999999989,0,1000,0.0,0.0,480,9,169,476
2867,40.35200000000027,2,1000,0.25,0.0,532,35,111,390
2868,116.84799999999983,4,1000,0.5,0.0,448,58,100,711
2869,-41.33200000000016,0,1000,0.0,0.0,488,4,114,396
2870,-0.8380000000000074,0,1000,0.0,0.0,547,68,105,685
2871,-43.40199999999997,0,1000,0.0,0.0,244,1,57,221
2872,11.964000000000137,1,1000,0.125,0.0,580,25,132,381
2873,-42.46999999999986,0,1000,0.0,0.0,923,95,100,390
2874,-17.221999999999706,0,1000,0.0,0.0,621,27,108,298
2875,57.76999999999988,2,1000,0.25,0.0,635,111,99,735
2876,-29.013999999999456,0,1000,0.0,0.0,558,20,89,225
2877,-26.215999999999564,0,1000,0.0,0.0,792,114,56,369
2878,-30.775999999999467,0,1000,0.0,0.0,506,7,100,211
2879,-20.837999999999667,0,1000,0.0,0.0,577,52,81,290
2880,3.824000000000374,1,1000,0.125,0.0,570,11,103,228
2881,-31.47199999999946,0,1000,0.0,0.0,546,7,119,234
2882,-22.689999999999717,0,1000,0.0,0.0,817,105,107,432
2883,-26.83199999999954,0,1000,0.0,0.0,578,52,83,258
2884,-44.37200000000019,0,1000,0.0,0.0,680,18,110,276
2885,45.5500000000002,2,1000,0.25,0.0,1047,138,101,639
2886,-25.7999999999996,0,1000,0.0,0.0,895,63,89,306
2887,73.59999999999755,3,1000,0.375,0.0,768,115,69,524
2888,-27.94999999999955,0,1000,0.0,0.0,630,16,120,266
2889,47.17400000000006,2,1000,0.25,0.0,761,97,108,637
2890,-30.287999999999492,0,1000,0.0,0.0,561,8,111,276
2891,-27.443999999999637,0,1000,0.0,0.0,1439,127,153,481
2892,35.46200000000022,2,1000,0.25,0.0,731,130,68,465
2893,-14.063999999999934,0,1000,0.0,0.0,1013,98,108,547
2894,-27.81799999999949,0,1000,0.0,0.0,765,21,142,355
2895,-25.909999999999666,0,1000,0.0,0.0,1412,149,119,488
2896,-17.231999999999893,0,1000,0.0,0.0,1133,165,140,663
2897,-21.943999999999548,0,1000,0.0,0.0,946,65,136,437
2898,-22.60799999999974,0,1000,0.0,0.0,1173,160,86,523
2899,35.426000000000286,2,1000,0.25,0.0,1010,110,76,446
2900,-30.569999999999695,0,1000,0.0,0.0,932,124,118,487
2901,75.24999999999713,3,1000,0.375,0.0,862,109,94,561
2902,-9.492000000000003,0,1000,0.0,0.0,1153,113,151,662
2903,-28.517999999999613,0,1000,0.0,0.0,1414,156,155,548
2904,-25.18799999999985,0,1000,0.0,0.0,664,113,45,460
2905,72.40199999999878,3,1000,0.375,0.0,757,139,53,559
2906,4.954000000000006,0,1000,0.0,0.0,504,127,58,834
2907,68.1239999999984,3,1000,0.375,0.0,802,80,93,427
2908,-25.075999999999627,0,1000,0.0,0.0,988,117,67,408
2909,-7.798000000000006,0,1000,0.0,0.0,706,138,67,745
2910,-26.09399999999972,0,1000,0.0,0.0,912,69,114,369
2911,0.29600000000000665,0,1000,0.0,0.0,648,95,149,935
2912,-37.72399999999976,0,1000,0.0,0.0,902,149,46,396
2913,3.6520000000001844,1,1000,0.125,0.0,1151,157,113,517
2914,16.47400000000003,0,1000,0.0,0.0,676,159,121,1058
2915,-26.51399999999956,0,1000,0.0,0.0,1313,126,146,498
2916,71.69400000000005,3,1000,0.375,0.0,652,71,100,504
2917,29.766000000000474,2,1000,0.25,0.0,808,139,32,381
2918,17.85200000000062,1,1000,0.125,0.0,848,139,70,576
2919,-22.795999999999747,0,1000,0.0,0.0,937,148,61,473
2920,10.062000000000017,0,1000,0.0,0.0,461,134,95,1041
2921,36.986000000000125,2,1000,0.25,0.0,670,108,51,480
2922,56.97599999999815,3,1000,0.375,0.0,177,28,27,256
2923,27.19200000000053,2,1000,0.25,0.0,151,37,25,199
2924,114.07999999999898,4,1000,0.5,0.0,602,93,83,649
2925,111.12199999999756,4,1000,0.5,0.0,1233,131,136,684
2926,-23.881999999999636,0,1000,0.0,0.0,1092,129,120,607
2927,25.660000000000206,1,1000,0.125,0.0,585,114,130,849
2928,95.26399999999676,4,1000,0.5,0.0,1032,59,125,392
2929,-28.1959999999996,0,1000,0.0,0.0,1180,173,92,464
2930,-35.42199999999948,0,1000,0.0,0.0,1557,137,137,422
2931,-25.927999999999702,0,1000,0.0,0.0,1466,138,134,518
2932,-18.335999999999892,0,1000,0.0,0.0,1185,117,136,607
2933,46.15400000000023,2,1000,0.25,0.0,898,158,93,620
2934,91.00799999999987,4,1000,0.5,0.0,1404,171,132,481
2935,6.598000000000548,1,1000,0.125,0.0,1238,138,137,508
2936,-28.667999999999687,0,1000,0.0,0.0,1486,141,144,487
2937,2.050000000000309,1,1000,0.125,0.0,1246,122,103,435
2938,-31.739999999999473,0,1000,0.0,0.0,1203,104,153,407
2939,0.33600000000028585,1,1000,0.125,0.0,1489,143,164,478
2940,-26.46599999999971,0,1000,0.0,0.0,1132,136,117,461
2941,-60.49000000000027,0,1000,0.0,0.0,287,49,16,165
2942,-29.433999999999614,0,1000,0.0,0.0,1309,115,145,416
2943,-35.78999999999956,0,1000,0.0,0.0,395,44,44,188
2944,-19.01399999999972,0,1000,0.0,0.0,767,87,66,364
2945,-29.903999999999602,0,1000,0.0,0.0,765,4,158,273
2946,-19.529999999999774,0,1000,0.0,0.0,596,19,138,497
2947,-59.60200000000022,0,1000,0.0,0.0,182,8,37,138
2948,-58.48200000000022,0,1000,0.0,0.0,121,6,18,97
2949,-17.097999999999875,0,1000,0.0,0.0,567,105,53,555
2950,104.49999999999888,4,1000,0.5,0.0,337,41,67,388
2951,-23.165999999999702,0,1000,0.0,0.0,666,83,60,332
2952,38.91200000000026,2,1000,0.25,0.0,700,52,104,435
2953,7.272000000000028,0,1000,0.0,0.0,261,74,136,1067
2954,128.00400000000147,5,1000,0.625,0.0,661,70,76,340
2955,120.6899999999994,4,1000,0.5,0.0,302,82,74,756
2956,60.02199999999905,3,1000,0.375,0.0,481,64,80,416
2957,-26.609999999999584,0,1000,0.0,0.0,289,7,55,187
2958,34.16600000000037,2,1000,0.25,0.0,533,103,26,345
2959,-28.17999999999962,0,1000,0.0,0.0,1291,142,132,475
2960,70.84999999999643,3,1000,0.375,0.0,251,63,49,477
2961,0.5499999999999958,0,1000,0.0,0.0,551,98,131,994
2962,16.412000000000397,1,1000,0.125,0.0,678,61,114,561
2963,-5.79600000000002,0,1000,0.0,0.0,529,110,108,942
2964,-27.95799999999957,0,1000,0.0,0.0,856,26,152,330
2965,10.516000000000183,1,1000,0.125,0.0,603,17,133,440
2966,2.090000000000544,1,1000,0.125,0.0,475,91,16,212
2967,-23.985999999999677,0,1000,0.0,0.0,809,38,146,393
2968,40.32000000000043,2,1000,0.25,0.0,688,114,68,377
2969,-20.425999999999966,0,1000,0.0,0.0,916,102,131,557
2970,29.302000000000316,2,1000,0.25,0.0,342,58,54,359
2971,156.1900000000023,6,1000,0.75,0.0,767,26,148,344
2972,-21.989999999999668,0,1000,0.0,0.0,799,63,142,519
2973,34.84600000000034,2,1000,0.25,0.0,642,52,92,380
2974,-52.44800000000022,0,1000,0.0,0.0,785,28,151,341
2975,-17.51199999999991,0,1000,0.0,0.0,1100,99,137,489
2976,-10.781999999999998,0,1000,0.0,0.0,1127,123,129,678
2977,-23.803999999999668,0,1000,0.0,0.0,1295,141,142,549
2978,-15.345999999999988,0,1000,0.0,0.0,860,138,110,842
2979,-40.92400000000017,0,1000,0.0,0.0,500,21,123,460
2980,-3.6519999999997976,1,1000,0.125,0.0,736,53,143,563
2981,-23.53799999999978,0,1000,0.0,0.0,1064,132,114,583
2982,-10.567999999999987,0,1000,0.0,0.0,846,142,86,725
2983,-43.67799999999976,0,1000,0.0,0.0,811,8,128,228
2984,117.80200000000072,5,1000,0.625,0.0,896,57,154,432
2985,-10.147999999999982,0,1000,0.0,0.0,1088,149,123,784
2986,5.117999999999994,0,1000,0.0,0.0,230,38,129,915
2987,7.858000000000384,2,1000,0.25,0.0,353,56,25,164
2988,-35.227999999999476,0,1000,0.0,0.0,798,10,139,246
2989,59.97599999999642,3,1000,0.375,0.0,607,52,72,280
2990,-31.473999999999553,0,1000,0.0,0.0,1485,133,127,461
2991,-55.1380000000002,0,1000,0.0,0.0,751,16,142,315
2992,28.53800000000065,2,1000,0.25,0.0,472,57,62,266
2993,-40.9319999999998,0,1000,0.0,0.0,1195,81,149,423
2994,31.10600000000052,2,1000,0.25,0.0,709,116,48,345
2995,-15.045999999999953,0,1000,0.0,0.0,1218,142,140,701
2996,-49.845999999999925,0,1000,0.0,0.0,863,38,156,338
2997,59.545999999999076,3,1000,0.375,0.0,1306,110,151,432
2998,-34.955999999999776,0,1000,0.0,0.0,447,83,31,288
2999,-59.578000000000294,0,1000,0.0,0.0,674,2,131,275
3000,63.855999999999675,3,1000,0.375,0.0,911,100,123,474
